0,0,161
0,1,162
0,2,160
0,3,160
0,4,162
0,5,162
0,6,162
0,7,160
0,8,158
0,9,157
0,10,158
0,11,158
0,12,155
0,13,154
0,14,154
0,15,155
0,16,154
0,17,155
0,18,155
0,19,156
0,20,157
0,21,159
0,22,161
0,23,163
0,24,163
0,25,167
0,26,169
0,27,171
0,28,169
0,29,169
0,30,169
0,31,167
0,32,161
0,33,153
0,34,146
0,35,134
0,36,123
0,37,118
0,38,96
0,39,92
0,40,93
0,41,98
0,42,98
0,43,103
0,44,102
0,45,103
0,46,103
0,47,109
0,48,108
0,49,107
0,50,106
0,51,106
0,52,108
0,53,109
0,54,109
0,55,109
0,56,109
0,57,109
0,58,108
0,59,106
0,60,106
0,61,107
0,62,111
0,63,113
0,64,117
0,65,121
0,66,116
0,67,120
0,68,123
0,69,122
0,70,123
0,71,129
0,72,126
0,73,123
0,74,130
0,75,130
0,76,130
0,77,130
0,78,130
0,79,129
0,80,130
0,81,131
0,82,131
0,83,129
0,84,128
0,85,127
0,86,127
0,87,129
0,88,130
0,89,131
0,90,130
0,91,128
0,92,130
0,93,133
0,94,130
0,95,130
0,96,132
0,97,133
0,98,133
0,99,133
0,100,134
0,101,134
0,102,134
0,103,133
0,104,133
0,105,133
0,106,133
0,107,133
0,108,133
0,109,134
0,110,133
0,111,132
0,112,132
0,113,134
0,114,134
0,115,134
0,116,135
0,117,134
0,118,133
0,119,134
0,120,133
0,121,134
0,122,134
0,123,133
0,124,135
0,125,131
0,126,129
0,127,131
0,128,131
0,129,131
0,130,132
0,131,130
0,132,131
0,133,132
0,134,132
0,135,131
0,136,130
0,137,130
0,138,129
0,139,129
0,140,130
0,141,135
0,142,134
0,143,134
0,144,134
0,145,134
0,146,133
0,147,132
0,148,129
0,149,132
0,150,136
0,151,140
0,152,132
0,153,129
0,154,129
0,155,130
0,156,130
0,157,133
0,158,133
0,159,131
0,160,129
0,161,129
0,162,130
0,163,131
0,164,131
0,165,128
0,166,127
0,167,128
0,168,130
0,169,127
0,170,127
0,171,128
0,172,128
0,173,128
0,174,128
0,175,126
0,176,127
0,177,127
0,178,125
0,179,124
0,180,123
0,181,122
0,182,121
0,183,119
0,184,115
0,185,115
0,186,112
0,187,103
0,188,107
0,189,115
0,190,120
0,191,129
0,192,135
0,193,141
0,194,149
0,195,152
0,196,154
0,197,157
0,198,158
0,199,160
0,200,158
0,201,156
0,202,152
0,203,150
0,204,150
0,205,149
0,206,152
0,207,152
0,208,153
0,209,154
0,210,154
0,211,155
0,212,157
0,213,157
0,214,154
0,215,153
0,216,153
0,217,153
0,218,152
0,219,152
0,220,152
0,221,153
0,222,152
0,223,154
0,224,153
0,225,153
0,226,154
0,227,154
0,228,155
0,229,154
0,230,155
0,231,155
0,232,156
0,233,155
0,234,154
0,235,154
0,236,156
0,237,184
0,238,202
0,239,206
0,240,211
0,241,213
0,242,215
0,243,217
0,244,218
0,245,211
0,246,208
